fire_size;fire_size_class;fire_cause;state;discovery_year;discovery_month;distance_wstation_m;vegetation_type;Temp_pre_30;Temp_pre_15;Temp_pre_7;Temp_contained;Wind_pre_30;Wind_pre_15;Wind_pre_7;Wind_contained;Hum_pre_30;Hum_pre_15;Hum_pre_7;Hum_contained;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_contained;remoteness
1;B;Arson;GA;1999;Aug;4443126414;16;2253370787;2019774011;1815976331;1627962963;2576544944;2667231638;2321893491;3.31E+16;6267993874;6334516129;70208;7244827586;16.5;10.4;10.4;47;0.152321548
1;B;Arson;AR;1999;Aug;4427459161;16;2179428571;1883236994;1802424242;1584916201;0.848428571;0.734971098;0.852121212;0.920708955;6865335463;684723127;6805263158;6839550562;31.5;1.9;0.3;43.3;0.242946226
1;B;Debris Burning;MO;1999;Aug;722386991;0;2014767025;1672348993;1539292035;1431549894;2.72E+16;2620134228;2642477876;3458029979;6669558824;6859444444;7247337278;6576098191;41.2;1;1;72.5;0.239193315
10;C;Miscellaneous;LA;1999;Aug;2.20E+16;12;2443496503;2209243697;2094047619;1867962963;1900699301;1.82E+16;1831547619;1775185185;6770254111;6388338192;6412179487;6827021277;121;0.3;0.3;40.7;0.242040231
1;B;Debris Burning;SC;1998;Aug;4224712669;16;2483972286;2400969977;2441611374;1968364055;2544919169;1.79E+16;2330805687;1907834101;7244194313;744842615;7696172249;7366388558;154.2;21.1;21.1;19.3;0.12977198
4;B;Debris Burning;GA;1998;Aug;3811423313;16;2404309623;233475;2371597633;1839341737;1407252441;1.31E+16;1672781065;1881092437;676510574;6967791411;7289361702;6934666667;13.7;12.4;12.4;66;0.15998741
4;B;Equipment Use;FL;1995;Aug;5198068709;12;1694864588;1663982894;1670251611;1600152226;7.25E+15;7336885485;7427567185;776562573;8004465667;8027741819;7953689873;7982644681;1171.5;222;0;794;0.182552902
3506;F;Debris Burning;MT;1995;Aug;5.61E+16;15;1489333333;11.42;6.15;1465625;4.49E+16;3561388889;3299404762;4195833333;5089387755;4790277778;4483333333;3104166667;6.9;0.3;0.3;0;0.050077144
10;C;Debris Burning;TX;2015;Aug;3239813455;16;2572335496;2420686456;2447211155;2119216418;3348100093;3643135436;3302988048;3.69E+16;5527525487;5487847866;5507768924;5010415694;61.9;44.4;0.5;145.6;0.260332605
1;B;Arson;TX;2015;Aug;5.18E+16;12;2544395546;2448224471;2499902153;2117016729;1258483563;1445078197;1.10E+16;153777881;6708700265;6513720074;64518591;6007218479;2.1;2.1;0.8;2.3;0.248466741
3;B;Arson;TX;2014;Aug;2914587051;16;2579625151;2370870588;243021164;2076872727;3.48E+16;3176303318;2556914894;376195122;6844823386;7086666667;6474468085;7000490196;0.8;0.8;0.8;102.3;0.270625847
1;B;Debris Burning;TX;2013;Aug;2029382255;12;2725778401;2555018587;2363333333;1947975787;1230715288;143866171;1189820359;1195203488;5313464236;5602509294;6325948104;7202810078;240.4;226.1;163.9;99.9;0.253278214
7092;G;Lightning;AZ;2012;Aug;5477500803;16;2601677852;2447783934;2595416667;2219197787;3375973154;2.80E+16;2436309524;2.85E+16;4232348993;3642382271;2231547619;2645089903;34.9;1.5;0;0;0.247923633
2;B;Smoking;TX;2011;Aug;1000602238;12;272874026;2523902439;2395539216;2146057348;3095680628;2.99E+16;2975;285818399;4182068063;4898536585;5855392157;5342293907;22.7;22.1;19.3;53.7;0.265783263
3;B;Miscellaneous;ID;2011;Aug;5325001062;9;1550181818;1394210526;1316529412;1310833333;1565454545;1393483709;1184705882;2027777778;48796875;5428967254;50.6;5273611111;11.4;10.9;0;0;0.451002275
7;B;Smoking;NJ;2010;Aug;2.23E+16;14;2189057325;1984188235;2043697917;1527114788;2695280612;2532075472;240052356;3088095238;5949737533;6557462687;6517159763;7249222798;35.3;35.3;12.4;144.4;0.066233516
1;B;Arson;SC;2010;Aug;3271583007;16;2433307494;2420846154;245672043;1730963855;1315891473;1.42E+16;1277956989;1.73E+16;6878599736;65568;6783240223;7045945946;2.4;1.8;0;76.4;0.138860766
1;B;Debris Burning;TX;2008;Aug;2483972104;12;2473869347;2333538084;2276104651;2058327273;3328679245;3426600985;2197660819;2.95E+16;7137232704;7257635468;7084210526;682235723;42.3;39.9;0.3;83.6;0.266043055
5;B;Debris Burning;SC;2007;Aug;2.83E+16;16;2480402062;2404455067;233974026;2195794979;2657319588;3233843212;3518181818;2445606695;7351106428;7479411765;7471365639;7316042781;34.1;20.1;0.3;41.3;0.111842759
1;B;Arson;MS;2006;Aug;7238007518;12;2.45E+16;237372449;2388083624;1880628803;2340814394;2546416382;34728223;254362895;7460379242;7714727273;7798245614;7116311301;80.8;61.4;44.2;161.2;0.202004822
10;C;Miscellaneous;TX;2005;Aug;335715729;12;2773650386;2752119701;2852941176;2182198953;3004884319;3554613466;3318823529;3176832461;587027027;635125;5782941176;6212565445;38.6;32;0;26.5;0.265531913
1;B;Equipment Use;CA;2004;Aug;2.22E+16;0;2066898955;1933714286;1828125;1.66E+16;248641115;2489714286;2358125;2.21E+16;5972473868;6197714286;5556875;7259773014;1;1;1;27.9;0.516741499
1;B;Debris Burning;TX;2002;Aug;6074216758;12;2598562654;2500328283;2351822917;2008341969;2828746929;2711111111;3.80E+16;2837344398;7249753086;7203316327;7259685864;7633613445;48.4;2.1;0.6;68.5;0.257749907
4;B;Lightning;OK;2001;Aug;6374421524;16;2299757962;212890625;2073101604;1693944591;2374002574;2022751323;2528729282;3314741036;7810041265;7760230548;8016883117;7093953488;195.8;42.2;28.7;60.6;0.256630071
0.7;B;Lightning;CA;2001;Aug;5.52E+16;0;1479587097;1348419689;1370342857;1216778523;2147994825;2.1;1.98E+16;2980536913;4267658473;455038961;44.36;4887919463;0.3;0.3;0;0.5;0.495434231
1;B;Miscellaneous;ID;2000;Aug;4208843725;15;9785046729;9.23E+15;3791666667;0.5;2728037383;2227083333;24625;2.05;6386666667;6164583333;71125;59.75;47.8;3.6;3.6;0;0.404925472
1.2;B;Debris Burning;GA;1999;Aug;8161182172;12;231441452;2121938998;1964956897;1962064027;2494847775;2950326797;2745258621;2596081772;6.92E+15;6925297619;7650684932;7851664447;48.2;48.2;7.1;195.6;0.150783737
3;B;Debris Burning;AL;1999;Aug;4123962878;12;2668039216;2511450382;2295419847;2184146341;3285854617;3.67E+16;3.65E+16;3917535545;6169426752;5703212851;6578151261;6819121447;54;34;34;44.9;0.17627452
13;C;Smoking;AR;1999;Aug;2195716957;15;2337396122;2049859155;1950595238;1718601748;2576454294;262028169;2682142857;2.76E+16;5532496513;5181971831;5108333333;636685879;10.5;0.8;0.8;95.5;0.212175621
2;B;Debris Burning;TX;2014;Aug;3489855577;12;2.61E+16;2449046296;2459662698;2166576994;2152083333;2171851852;1.56E+16;2427875696;7457831325;7746567718;7655976096;7038311688;67.3;29.2;28.9;74.4;0.265548249
1;B;Lightning;TX;2014;Aug;615918814;12;2691046154;2620678314;2636869748;2371968974;3387230769;3.34E+16;3022268908;3440095465;8246512821;8369578623;839894958;7892243437;239.3;131.6;104.9;68.5;0.278244697
4;B;Lightning;TX;2011;Aug;304720836;12;2684559387;2526403941;2426076555;213375;272835249;2706896552;2691866029;1.40E+16;5087100894;5535714286;684784689;61;61.8;51.3;42.2;0.3;0.249113984
114;D;Debris Burning;AR;2010;Aug;4454248646;16;2575099256;2672404372;272622093;1879533742;2596277916;2272404372;2248837209;2.14E+16;6507320099;5903825137;5552906977;5897493734;17.5;0.3;0;24.8;0.228941051
18.1;C;Equipment Use;MD;2007;Aug;8297030492;0;1967223154;1957785349;1856505576;1799777778;1272053872;1.52E+16;1026037736;1.75E+16;7736737089;7766899767;7861734694;7953148346;39.3;37.8;0.3;29.3;0.075026255
325;E;Miscellaneous;TX;2005;Aug;1778763975;12;2790414508;2752405063;2852439024;2235974026;2.75E+16;3029113924;2.11E+16;3380779221;5841763943;6243401015;5765853659;6253766234;38.6;32;2.8;26.5;0.267648495
1;B;Debris Burning;TX;2005;Aug;4141449876;12;2719056356;2760791557;2863941176;216813367;2360419397;2555145119;2.10E+16;2.99E+16;6392136304;6305013193;5977058824;7037168142;87.6;2.8;2.8;90.1;0.253635587
3;B;Debris Burning;MS;2004;Aug;4846825125;12;2459024635;2385525071;2282815735;2173552502;1915810675;244549763;2190248963;1881885125;7466496945;7209428571;6630912863;7385489424;42.2;32.5;14;60.4;0.201400017
1;B;Equipment Use;SD;2003;Aug;3196866567;9;1736730975;1512783505;1303832599;1060527523;4434334764;5.20E+15;5127753304;4106773823;6815273133;7180879121;7360454545;6328673835;42.2;42.2;36.6;28.4;0.278572454
12;C;Debris Burning;TX;2003;Aug;2903278366;12;2477689694;233924612;2279246231;2082686391;2.59E+16;2375555556;2144444444;2210059172;7684172662;7758292683;7616939891;7084010485;48.5;27.5;6.4;29.1;0.253236154
1;B;Debris Burning;NC;2002;Aug;8648017864;15;25;2498404255;2503144654;2107633588;2631230284;2757978723;2118867925;2678625954;720242915;7041610738;7022137405;7399201597;82.3;22.8;2.8;54.7;0.09848668
15;C;Debris Burning;MO;1999;Aug;4534792581;0;2099597315;1735294118;1507602339;1614446529;1.66E+16;1.65E+16;1424561404;2309962406;5892638889;5922714681;6642405063;5672495088;14.2;6.9;6.6;14.7;0.231046854
1;B;Debris Burning;SC;1999;Aug;6562626044;16;2374561611;2170413793;1944386792;1944492337;2.74E+16;2.79E+16;2172169811;2597967086;6669297164;6843127962;7129064039;7946923077;59.6;50.5;24.6;143.6;0.132696834
4759;F;Miscellaneous;ID;2015;Aug;3906599078;4;1638590971;1519181586;1343081081;16866;2.62E+16;2615089514;2524864865;2.1;5286986301;5601534527;6336216216;49.26;11;11;5.2;0;0.03079024
1;B;Debris Burning;TX;2015;Aug;2835798937;12;2556707453;2509847162;2525594059;2220903388;1666178129;1814253898;1.48E+16;1903661616;7370687711;7267928731;7237435897;667260101;8.9;1.5;0;43.2;0.258075447
3;B;Debris Burning;TX;2014;Aug;2.68E+16;12;26.96;2553002114;261965368;2216131968;3377877095;3.06E+16;2491703057;37860252;7022793296;7361783439;733580786;6716284404;54;8.5;1.3;93.5;0.269831687
0.6;B;Debris Burning;TX;2014;Aug;180855702;12;2675810811;255745935;2528715953;2244687144;1500104603;1.40E+16;0.963035019;2080979499;7627853403;7912269939;8321875;7422847302;24.7;14.7;14.2;61.2;0.250417323
5050;G;Missing/Undefined;CA;2011;Aug;329626378;15;1585314109;1643548387;1632522124;1709296066;2401246106;2.25E+16;1.66E+16;248526971;7989147287;7869863014;7782843137;7486691542;1.3;1.3;0;24.7;0.116537535
0.88;B;Debris Burning;LA;2010;Aug;699678091;12;260895;2682838875;2747916667;1883367217;2102625;1860613811;1579166667;1658831004;6634720416;6319946092;5722619048;5907093185;15.8;4.1;0;22.6;0.234731307
3;B;Equipment Use;AR;2010;Aug;20165218;16;2573092659;2601439206;2760232558;1923997525;1991566265;1865422886;1643604651;1.49E+16;6680684597;6735368957;5802325581;5932684825;35.9;16.3;0;21.7;0.236190359
1.8;B;Lightning;UT;2009;Aug;4.19E+16;0;198878628;181117801;1636473988;1458333333;2760422164;2884031414;2877456647;3816666667;3611741425;4140314136;4488439306;2470833333;18.3;15.5;2;0;0.396670013
10700;G;Lightning;WY;2009;Aug;9926014049;15;1020708333;8.79;916547619;0.677988615;1020555556;11475;1242857143;1319924099;6179745042;5826330532;5776190476;6640307102;18.5;1.4;0.6;25.6;0.044167861
1;B;Lightning;TX;2006;Aug;3.83E+16;12;256489842;2473809524;2480995475;2190097933;2831151242;281991342;3.62E+16;2913710555;6357562077;6668398268;6612217195;6531526549;111.6;58.8;10.2;133.4;0.286832471
1;B;Arson;MS;2006;Aug;711141911;12;2484854099;2377962963;2320436508;2064087118;1.72E+16;1796848934;2.16E+16;2053058387;7101324153;7271137339;7014739229;6917342799;270.3;34.3;21.3;61;0.195662507
2.2;B;Debris Burning;NC;2005;Aug;313400297;15;2545108696;25.25;2617575758;2183403361;335625;3799731183;2135151515;2.95E+16;6996832579;7283333333;726870229;7699513382;75.5;73.7;19.1;133.8;0.099994229
1;B;Debris Burning;TX;2005;Aug;4463824882;12;2724613368;2737282322;2810949721;2214489281;2323984273;2396042216;1.89E+16;3012484237;6417562254;6.32E+16;6374301676;7000758534;87.6;2.8;2.8;90.1;0.253433623
3254.8;F;Equipment Use;NV;2005;Aug;3746708019;15;1562530283;1277007874;1264134078;1072291667;2396366083;2423622047;2041340782;234375;3601345895;4650393701;5115083799;4684375;11.2;11.2;1.6;0;0.038956456
4;B;Debris Burning;TX;2005;Aug;2968344704;12;2777076923;2755180412;2772021858;2256851385;2768333333;287628866;2054644809;3.54E+16;5997405966;6147680412;6396174863;6558387516;47.4;10.2;10.2;54.6;0.255062233
1;B;Debris Burning;TX;2004;Aug;3991497092;16;2543844252;2492466125;2519378531;2074770053;2.75E+16;2371815718;2428813559;3051336898;6684096692;6099457995;5931638418;7406233062;29.9;0.5;0;94.5;0.247465177
1;B;Debris Burning;WA;2003;Aug;2152682575;15;1524967148;1116584158;9831395349;1229790026;2.37E+16;2425;1841860465;29025;5130385164;6388081395;6468571429;6074928367;31.2;31.2;0;22.4;0.463972466
5;B;Missing/Undefined;CO;2003;Aug;2.98E+16;15;1708898509;14078125;1371193416;1391839763;2892637151;302971652;303600823;2648862512;4866169394;4678103617;4332716049;3692281049;1143.3;25.7;25.4;0;0.34439305
1;B;Missing/Undefined;CO;2003;Aug;2797717459;15;1708898509;14078125;1371193416;1391839763;2892637151;302971652;303600823;2648862512;4866169394;4678103617;4332716049;3692281049;1143.3;25.7;25.4;0;0.345674172
4;B;Arson;OK;2002;Aug;4189672755;15;2559476662;2383527778;2258630952;1804127424;2457567185;2798611111;3626190476;2717475728;6646965318;7139130435;7019496855;6797443182;24.4;20.6;7.4;67.1;0.256112486
1;B;Miscellaneous;SC;2001;Aug;4.29E+16;16;2.20E+16;2037150838;1929341317;1553566434;3003792415;3.32E+16;2686419753;3132748538;6978809524;6601578947;6215492958;6387012987;3.1;0.8;0;70.2;0.122495618
3;B;Children;TX;1999;Aug;605462473;16;2537389034;2295668449;2183081395;1978656915;2.48E+16;2502406417;2361627907;2497991968;6261629435;5917204301;5495348837;6475477239;47.1;7.5;0.3;113.8;0.248873215
3;B;Smoking;LA;1999;Aug;3796674038;12;2506425806;2306077922;2207916667;1942342007;236116129;2585974026;2.71E+16;1.95E+16;6760585885;6290691489;5628571429;7090560472;51.2;22.7;0.6;71.3;0.229049319
1;B;Railroad;FL;1998;Aug;1609990056;12;2769640644;267373494;2652857143;2664123957;315204461;3.13E+16;2.83E+16;3.49E+16;7947127937;8111749347;8465217391;7995026882;116.3;93.7;72.1;92.3;0.127160403
4;B;Debris Burning;AL;1997;Aug;3327213016;16;2441397849;2420954907;2596331361;1909150824;2193943472;2067287234;2015976331;2740304183;6933921303;6718867925;6313690476;7.61E+15;13.5;5.6;0;119.2;0.174623599
2;B;Missing/Undefined;MT;1992;Aug;4730623215;9;1211885714;1220879121;1330465116;1106428571;2.55E+16;2.9;3060465116;3.5;5397714286;5373626374;5265116279;6071428571;7.3;0.3;0;0;0.424529482
35;C;Miscellaneous;SD;2014;Aug;2805386415;9;1771349096;1553896104;1729821074;1350674374;3.72E+16;3989600743;3975745527;4.23E+15;7569120459;7230550285;6873852295;6640243309;88.7;47.9;0.3;29.1;0.268870613
2;B;Debris Burning;TX;2013;Aug;1028546478;12;2737287506;2597523191;2451332008;2110449649;335824431;3.80E+16;36055666;4.09E+15;5037296795;5595454545;6487872763;5.12E+16;34.9;22.2;21.9;73.7;0.315503323
3;B;Lightning;TX;2011;Aug;4180845317;12;2920786517;2689953488;2642430279;2626388889;3.83E+16;3416651163;3900996016;4025;3747846442;3825302326;5344023904;4979166667;39.4;39.4;39.4;0;0.276237167
1.3;B;Lightning;CA;2011;Aug;6.11E+15;0;1449054054;1245691906;1289880952;1352777778;1569189189;1355091384;1591666667;1.49E+16;4344790257;5.48E+16;49;4483796296;18.5;18.5;0;0;0.492076387
1;B;Miscellaneous;CA;2008;Aug;2.80E+16;15;1699471488;1662869081;1576117647;8.92E+15;1.91E+16;1.69E+16;1990588235;1.98E+16;3668245125;3732681564;4376470588;5407650273;1.8;1.8;1.8;10.6;0.50274946
1;B;Debris Burning;TX;2008;Aug;1101449785;12;2612966752;25045;2328869565;2252861702;1906777494;2.49E+16;2322608696;2232694356;7900693481;803800738;8295918367;7743592552;2.1;0.6;0.3;51.8;0.261466536
3978;F;Debris Burning;WY;2007;Aug;5429821698;9;1750493333;1436765499;1557383721;1344553191;2153066667;2360377358;260872093;3.40E+16;4959383378;5069541779;4681976744;4723404255;11.7;2.1;1.3;6.4;0.374023543
3978;F;Debris Burning;WY;2007;Aug;5429821698;9;1750493333;1436765499;1557383721;1344553191;2153066667;2360377358;260872093;3.40E+16;4959383378;5069541779;4681976744;4723404255;11.7;2.1;1.3;6.4;0.095930019
10;C;Debris Burning;TX;2007;Aug;1462183167;12;2642570499;2589241379;2556455026;2421717724;2698047722;2482758621;2.43E+16;3.1;7506847826;7400461894;7073015873;7219868277;133.2;0.3;0.3;71.6;0.267165764
1;B;Miscellaneous;AR;2006;Aug;6547109774;16;2547824019;2455185185;2421121076;2061797753;2.30E+16;2292807425;2599103139;2630830489;6410011919;6276511628;6590540541;6770588235;84.5;74.8;74.5;55.5;0.238512373
1.84;B;Debris Burning;GA;2006;Aug;1249302766;12;2546993971;2423553299;24.45;2146505747;1.82E+16;2054822335;1.71E+16;1.74E+16;7863144105;8052758621;7636134454;6975353774;81;36.2;9.9;63.8;0.149108598
2;B;Debris Burning;MS;2006;Aug;2222540956;12;2506847721;2437062818;2395179283;2224912118;1290300679;1409337861;1364940239;1943570768;7925703201;8015110357;7505577689;7625462963;194.6;153.7;14.1;72;0.196989859
3;B;Arson;MS;2006;Aug;5259934758;12;2550849462;2444989817;2390135135;2208198103;2195986985;2288706366;2244545455;3020488323;7467136659;7594045175;71.25;7161497326;119.2;100;42.4;191;0.195783322
2;B;Arson;MS;2005;Aug;719145072;12;2568296837;2517103275;2714945055;2011093248;278974359;204231738;1843956044;2697961373;728283208;7245316456;7376923077;757920904;23.3;6.8;6.8;97.8;0.205109154
2;B;Debris Burning;AR;2005;Aug;3714842108;16;2649667111;2603442623;2648764706;2168569536;2279227696;2266939891;2551176471;3006490066;6755093834;6563661202;6852941176;6773431242;83.1;4.4;4.1;90.2;0.22629658
160;D;Arson;OK;2005;Aug;5646842211;16;2647612137;2589619289;2477357513;2650416667;2366490765;2655583756;2.64E+16;1.48E+16;6292216359;6285025381;7083419689;6320833333;54.1;38.1;38.1;0;0.254215595
2;B;Campfire;PA;2005;Aug;1327603692;15;2112017857;2111672598;2164256055;1494944;2218588025;2.12E+16;1.92E+16;2664903846;6673190349;6486096257;7073010381;7580698835;45;15.4;15.4;300.6;0.07648949
980;E;Missing/Undefined;OK;2002;Aug;4.49E+16;15;2593960396;2440888889;2.30E+16;1862777778;2413295615;2678611111;3413095238;3277777778;6646820809;7077391304;7321518987;5722222222;24.4;20.6;10.2;0;0.259512914
2;B;Debris Burning;TX;2000;Aug;4401279225;16;2752851459;2.46E+16;2382738095;1835538058;2773288591;3.00E+16;3392857143;2.78E+16;5751714678;6561357702;4888095238;677034965;26.9;26.9;0;113.6;0.245615496
1;B;Smoking;AR;2000;Aug;5242535727;16;2577492447;2331714286;2127108434;1630640669;1278971256;1463428571;1471686747;120083682;5727226891;5997839506;5021686747;6688114105;18.1;14;0.3;106.4;0.241045783
3;B;Debris Burning;TX;1999;Aug;2.73E+16;12;2.65E+16;2519767442;2367261905;2058088235;1.66E+16;179244186;1.8;1.87E+16;6601275917;6213981763;5625454545;6955151515;47.7;5.1;0;32.8;0.257065887
0.65;B;Arson;GA;1997;Aug;1440828923;12;2630538922;2649450549;2667021277;244375;2918862275;2396153846;2379787234;429375;6927492447;7124022346;7402150538;71;8.9;5.1;4.3;0;0.131051415
5;B;Equipment Use;TX;2015;Aug;3673294993;16;2840450534;2770657407;2.74E+16;2309437676;3773872617;414851577;5221782178;2.95E+16;5421803812;5537476809;5518217822;5019033816;0.3;0.3;0;0.8;0.287707349
10;C;Debris Burning;UT;2013;Aug;1065963509;15;2225444887;2031550802;1867215909;2.24E+16;3.20E+16;3272994652;3336363636;5984;4.92E+15;5114171123;4977272727;25.8;17.1;13.7;3.3;0;0.414200371
1;B;Miscellaneous;CA;2012;Aug;3371116713;0;2509097127;25299729;2490118343;2196786227;2.86E+16;2984552846;2973372781;2191965567;4172777018;3924390244;4063905325;5270157819;0.5;0.5;0;1.3;0.503615697
3461;F;Missing/Undefined;NV;2012;Aug;3.36E+16;0;2304362416;2252628726;2181387283;2049884058;2184345479;203989071;171849711;1557971014;2.65E+16;2.92E+16;2667052023;3056811594;0.3;0.3;0;1.8;0.490648913
3461;F;Missing/Undefined;NV;2012;Aug;3.36E+16;0;2304362416;2252628726;2181387283;2049884058;2184345479;203989071;171849711;1557971014;2.65E+16;2.92E+16;2667052023;3056811594;0.3;0.3;0;1.8;0.108104137
1;B;Miscellaneous;CO;2010;Aug;1.51E+16;0;1105039788;987277628;1089940828;741627907;2.69E+16;2722911051;2453254438;2377906977;4313981358;3.72E+16;3330177515;7010843373;2.6;0.5;0;7.7;0.358738319
8;B;Miscellaneous;AL;2010;Aug;1046953059;16;2530681199;2548933718;2574624277;1842436364;1856811989;160518732;1.26E+16;1624606061;632851296;6014409222;5758381503;6264720195;13.6;0.3;0;60.4;0.183526833
1;B;Smoking;TX;2009;Aug;2091880933;15;2081874423;1891349481;1749569892;1355165017;4383085502;4010956522;3302527076;5850784476;6594455253;7314933837;7303292181;6117647059;14;8.8;8.2;51.8;0.316565632
1;B;Debris Burning;TX;2008;Aug;1445218686;12;2782042532;2707634508;2493964143;2518795181;2269782394;2.43E+16;2643227092;2308572753;7593669634;7364749536;7161354582;7409823911;89.1;46.5;42.9;58.9;0.28864978
1;B;Railroad;AR;2007;Aug;2.91E+16;16;2488557484;2337598344;2226542553;2177333994;1982876712;2048283753;1.92E+16;2168693009;7418150289;7624708625;6940957447;7860185185;56.6;31.2;0.6;242.6;0.226829734
20;C;Debris Burning;TX;2005;Aug;1893402673;12;2.81E+16;2708040201;2721354167;2361437908;2.77E+16;3123869347;33390625;322496732;5874293059;6182871537;6711518325;6175294118;38.6;32;29;26.5;0.265119968
4;B;Debris Burning;TX;2005;Aug;2.90E+16;12;2727135678;2679468599;2783663366;2371079692;1675;1.91E+16;2.10E+16;1926992288;7098737374;7082725061;7211442786;7130559168;2.3;2.3;0;24.8;0.256836701
5;B;Debris Burning;TX;2004;Aug;6.26E+16;12;2624312736;2572133333;266744186;2190947712;2369230769;2032533333;2.43E+16;2681590414;6902522068;6459733333;6164534884;7523965142;30.7;13.7;0;220.6;0.246847963
1;B;Debris Burning;AR;1999;Aug;2.85E+16;16;2727272727;2503030303;2371186441;2075422139;3119148936;3010984848;2852542373;2970669291;5305088063;5.43E+15;4743220339;5533050847;35.6;16.5;0;77.2;0.232349304
12.5;C;Debris Burning;AL;1997;Aug;3349107453;12;2612809917;2530136986;2662804878;2226716604;2375068871;2087123288;1957926829;3.33E+16;6651920123;6453374233;6367346939;6993381295;31.5;30.7;0;70.9;0.176985878
3;B;Miscellaneous;CA;1995;Aug;2.16E+16;0;1721153956;1666271216;1656112785;1676949229;7207859465;7.20E+15;750118184;7.03E+15;8028327699;8071462552;809679093;7962605602;1171.5;222.5;222;0;0.492585515
5;B;Railroad;FL;1992;Aug;3.04E+16;12;2607583333;2529944444;2514940476;2171097222;2.92E+16;2957222222;3.15;3.66E+16;8216738197;8375216138;8301212121;8181258941;541.8;267.4;78.3;1270;0.137184122
25;C;Arson;TX;2015;Aug;1.89E+16;12;2705204461;2665653383;2556884921;2395173709;4.66E+15;4744155844;4935119048;376886747;6535564854;6539703154;6115873016;5288144578;7.6;7.6;0;12.4;0.267562462
